"REF_DATE","GEO","DGUID","Lender type","Characteristics of outstanding residential mortgage loans","Residential mortgage loans outstanding","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-01","Canada","2021A000011124","Credit Unions","More than 20 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992369","1.2.16.2","499383","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Non-amortized mortgages, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992130","1.2.17.1","572781","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Non-amortized mortgages, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992370","1.2.17.2","2790","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Total insured outstanding residential mortgages by total debt service (TDS) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992131","1.2.18.1","61031827","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Total insured outstanding residential mortgages by total debt service (TDS) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992371","1.2.18.2","298551","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","30% or less, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992132","1.2.19.1","15031914","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","30% or less, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992372","1.2.19.2","89042","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 30% and up to 35%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992133","1.2.20.1","12712838","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 30% and up to 35%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992373","1.2.20.2","62466","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 35% and up to 40%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992134","1.2.21.1","18064081","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 35% and up to 40%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992374","1.2.21.2","81487","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 40% and up to 45%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992135","1.2.22.1","13338491","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 40% and up to 45%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992375","1.2.22.2","55075","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 45% and up to 50%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992136","1.2.23.1","782061","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 45% and up to 50%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992376","1.2.23.2","4103","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 50% and up to 55%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992137","1.2.24.1","272453","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 50% and up to 55%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992377","1.2.24.2","1625","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 55% and up to 60%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992138","1.2.25.1","160498","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 55% and up to 60%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992378","1.2.25.2","1042","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 60%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992139","1.2.26.1","669492","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 60%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992379","1.2.26.2","3711","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Total uninsured outstanding residential mortgages by total debt service (TDS) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992140","1.2.27.1","197747058","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Total uninsured outstanding residential mortgages by total debt service (TDS) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992380","1.2.27.2","1110425","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","30% or less, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992141","1.2.28.1","60803572","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","30% or less, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992381","1.2.28.2","432622","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 30% and up to 35%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992142","1.2.29.1","35541283","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 30% and up to 35%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992382","1.2.29.2","206715","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 35% and up to 40%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992143","1.2.30.1","43125207","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 35% and up to 40%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992383","1.2.30.2","214031","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 40% and up to 45%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992144","1.2.31.1","34893663","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 40% and up to 45%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992384","1.2.31.2","146304","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 45% and up to 50%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992145","1.2.32.1","10939150","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 45% and up to 50%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992385","1.2.32.2","49595","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 50% and up to 55%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992146","1.2.33.1","4030182","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 50% and up to 55%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992386","1.2.33.2","19451","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 55% and up to 60%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992147","1.2.34.1","2325268","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 55% and up to 60%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992387","1.2.34.2","11982","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 60%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992148","1.2.35.1","6088733","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 60%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992388","1.2.35.2","29725","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Total insured outstanding residential mortgages by loan-to-value (LTV) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992149","1.2.36.1","61031827","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Total insured outstanding residential mortgages by loan-to-value (LTV) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992389","1.2.36.2","298551","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","65% or less, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992150","1.2.37.1","21826371","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","65% or less, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992390","1.2.37.2","138767","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 65% and up to 75%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992151","1.2.38.1","8439144","","","","0"
